Vehicle_Make,Vehicle_Model,Vehicle_Year,Vehicle_Value,Severity,Damage_Type,Num_Vehicles_Involved,Road_Type,Time_Hour,Injuries,Repair_Cost,Medical_Cost,Total_Cost
Mazda,CX-5,2017,11487,2,Moderate,4,Highway,4,2,7929,13093,67307
Mazda,CX-5,2017,8038,2,Moderate,1,Rural,16,2,7049,11574,16964
Hyundai,Elantra,2020,13649,4,Total Loss,1,Residential,20,2,12966,55047,65424
Ford,F-150,2015,12786,4,Severe,1,Rural,0,2,24205,97895,138407
Chevrolet,Silverado,2016,12533,2,Minor,4,Rural,16,2,3003,10094,28333
Ford,F-150,2018,21266,2,Minor,4,Highway,5,1,4051,6163,26248
Hyundai,Elantra,2015,6262,3,Total Loss,3,Rural,21,0,5948,42467,93994
Hyundai,Elantra,2021,16260,3,Total Loss,1,Urban,20,1,15447,22679,49047
Tesla,Model Y,2022,39405,1,Minor,2,Rural,9,0,8592,2522,14065
Mazda,CX-5,2018,9225,3,Total Loss,1,Rural,9,0,8763,42289,55230
Nissan,Altima,2020,15126,1,Minor,3,Rural,19,0,2710,3451,10643
Tesla,Model Y,2022,40538,1,Moderate,1,Urban,6,0,26890,3580,36731
Ford,F-150,2021,28102,2,Severe,3,Rural,0,4,35233,13948,96547
Subaru,Outback,2021,20684,4,Total Loss,4,Highway,19,4,19649,113831,380732
Ford,F-150,2022,45346,1,Moderate,3,Urban,12,0,21324,2501,39923
Hyundai,Elantra,2018,9615,1,Moderate,1,Highway,22,0,7163,1462,12356
Toyota,Corolla,2022,18852,3,Severe,4,Highway,13,5,23483,32713,157370
Toyota,Corolla,2015,5332,2,Moderate,4,Highway,15,6,6199,7111,37808
Toyota,Camry,2016,7703,2,Moderate,1,Urban,13,1,6848,5970,12944
Hyundai,Elantra,2016,7433,1,Moderate,2,Highway,5,0,6672,2591,20718
Honda,Civic,2017,7270,3,Moderate,2,Residential,18,2,6744,26386,44703
Toyota,Camry,2018,10249,4,Total Loss,4,Residential,16,4,9736,143610,241512
BMW,3 Series,2019,17961,4,Severe,3,Rural,17,3,31164,130073,299921
Jeep,Wrangler,2016,8089,1,Minor,3,Highway,18,0,2389,2919,12180
Nissan,Altima,2017,9392,4,Total Loss,3,Rural,18,0,8922,91689,159583
Ford,F-150,2018,23000,3,Severe,2,Rural,2,1,31560,27925,110215
Tesla,Model 3,2024,51461,3,Severe,3,Rural,0,2,70577,41247,238040
Jeep,Wrangler,2017,12691,3,Total Loss,3,Highway,7,6,12056,34974,101968
Hyundai,Elantra,2024,18942,2,Moderate,2,Rural,1,2,9261,9317,25353
Toyota,Corolla,2024,27503,3,Total Loss,2,Highway,0,2,26127,20194,93116
Toyota,Corolla,2023,23482,1,Minor,1,Urban,3,0,3261,1792,6153
Mercedes-Benz,C-Class,2023,39882,4,Total Loss,3,Residential,21,0,37887,113748,203610
Subaru,Outback,2017,9765,3,Severe,3,Rural,2,0,20273,23143,98676
Chevrolet,Silverado,2017,19911,4,Total Loss,3,Urban,7,6,18915,55682,137219
Mercedes-Benz,C-Class,2015,9974,2,Moderate,2,Urban,7,4,9787,12655,35593
BMW,3 Series,2016,10972,2,Moderate,3,Rural,6,4,9937,11843,36175
Nissan,Altima,2020,11262,4,Total Loss,4,Residential,16,5,10698,136918,279452
Hyundai,Elantra,2018,7479,4,Severe,1,Highway,12,0,18365,113454,195790
Hyundai,Elantra,2021,13931,3,Moderate,1,Urban,19,2,8134,26740,36329
Ford,F-150,2024,47341,4,Total Loss,2,Highway,23,1,44973,128024,394945
Mercedes-Benz,C-Class,2016,14031,3,Severe,1,Urban,23,0,28469,34534,82588
Toyota,Camry,2015,5368,4,Total Loss,3,Residential,19,2,5099,116254,198550
BMW,3 Series,2024,45936,4,Severe,1,Rural,17,2,56342,58818,100193
Mercedes-Benz,C-Class,2017,13836,1,Minor,4,Highway,8,0,3713,2225,14545
Hyundai,Elantra,2016,5337,3,Moderate,1,Highway,9,2,6200,43881,71434
Nissan,Altima,2017,9487,3,Moderate,1,Highway,20,1,7276,32118,55937
Toyota,Camry,2018,7963,3,Severe,3,Residential,23,6,18822,18705,65030
Honda,Civic,2015,6230,4,Total Loss,4,Residential,5,0,5918,88483,215588
Tesla,Model Y,2022,34095,2,Severe,3,Rural,0,0,51822,10248,105890
BMW,3 Series,2024,49434,2,Moderate,4,Residential,10,7,27245,5264,52481
Tesla,Model 3,2019,24375,4,Severe,2,Urban,18,3,41325,90572,173687
Tesla,Model 3,2020,25204,3,Severe,2,Rural,23,2,42220,31215,104558
Mercedes-Benz,C-Class,2020,26399,1,Minor,3,Highway,3,0,5723,1673,21186
Mercedes-Benz,C-Class,2020,28633,3,Moderate,2,Highway,1,4,18743,19363,93043
Honda,Civic,2018,11782,3,Total Loss,4,Urban,18,4,11192,22670,77944
Ford,F-150,2021,35755,3,Total Loss,4,Residential,3,1,33967,40233,165980
Tesla,Model Y,2021,36964,2,Moderate,1,Rural,16,2,24960,10682,34126
Jeep,Wrangler,2017,11240,4,Severe,2,Residential,5,0,22418,139915,216538
Tesla,Model Y,2024,63234,1,Minor,3,Residential,23,0,12882,1647,23178
Toyota,Camry,2020,17303,2,Moderate,4,Urban,23,4,9152,12221,49833
Subaru,Outback,2019,14413,4,Total Loss,4,Urban,23,2,13692,101869,283673
Tesla,Model Y,2020,28388,3,Severe,2,Rural,8,4,45659,23886,81028
Ford,F-150,2022,45815,3,Severe,2,Rural,2,3,47986,18930,108539
Honda,Civic,2022,23117,2,Minor,3,Rural,18,1,3349,9095,19608
BMW,3 Series,2023,37581,4,Total Loss,4,Rural,18,6,35701,75313,242469
Mazda,CX-5,2018,12209,2,Minor,4,Urban,7,7,2537,7443,20043
Subaru,Outback,2018,10815,1,Minor,3,Highway,1,0,2473,3072,12093
Chevrolet,Silverado,2015,11245,4,Severe,1,Residential,11,2,23096,47040,57719
Subaru,Outback,2022,27032,1,Minor,1,Highway,17,0,3932,3591,9162
Tesla,Model 3,2019,18585,3,Severe,4,Rural,12,7,35071,20677,127968
Subaru,Outback,2016,9918,4,Severe,4,Rural,19,2,20355,91796,218921
Subaru,Outback,2022,20289,1,Minor,1,Rural,8,0,3326,1884,5765
Tesla,Model Y,2022,46739,4,Severe,2,Highway,3,0,65478,94289,299924
BMW,3 Series,2015,12520,3,Severe,2,Rural,4,4,26268,22664,88167
Tesla,Model 3,2019,21624,4,Total Loss,2,Highway,9,2,20542,61557,163596
Honda,Civic,2018,11451,1,Minor,3,Residential,18,0,2416,1629,5826
Hyundai,Elantra,2016,6090,3,Severe,1,Highway,14,1,17740,15663,56741
BMW,3 Series,2015,10647,2,Minor,3,Urban,1,4,3097,4018,16225
Honda,Accord,2017,10350,2,Minor,1,Rural,21,1,2379,4068,6290
Jeep,Wrangler,2015,8867,4,Severe,4,Rural,14,0,20852,79353,202589
Jeep,Wrangler,2019,13050,4,Total Loss,3,Residential,12,4,12397,64287,106805
Tesla,Model Y,2020,31446,4,Severe,4,Rural,8,5,48961,118080,347505
Mazda,CX-5,2015,7761,1,Minor,3,Highway,10,0,2159,3276,11350
Tesla,Model 3,2024,45294,3,Total Loss,1,Residential,15,0,43029,28228,61902
Nissan,Altima,2020,14099,2,Minor,4,Residential,5,1,2627,8640,24497
BMW,3 Series,2021,30166,2,Moderate,3,Rural,13,6,18574,12973,58327
Jeep,Wrangler,2023,36219,2,Minor,1,Rural,1,1,5484,6980,15105
Ford,F-150,2024,37913,2,Moderate,2,Rural,23,2,18648,9404,44415
Toyota,Corolla,2018,10363,3,Moderate,2,Residential,17,2,7331,40542,50786
Nissan,Altima,2024,28856,1,Minor,2,Residential,17,0,3808,1791,5740
Mazda,CX-5,2023,30278,1,Minor,1,Highway,8,0,4073,2244,7439
Chevrolet,Silverado,2023,37229,2,Moderate,2,Urban,22,1,18402,9632,44647
Nissan,Altima,2022,21870,4,Total Loss,3,Residential,23,1,20776,43057,102591
Mazda,CX-5,2020,18477,2,Moderate,4,Residential,16,4,9711,11034,31262
Tesla,Model Y,2023,53821,4,Severe,4,Highway,21,1,73126,84375,425432
Tesla,Model Y,2023,42377,1,Minor,3,Highway,20,0,9127,2909,23137
Chevrolet,Silverado,2017,14622,2,Moderate,4,Urban,21,4,10263,13268,43013
Nissan,Altima,2019,11976,3,Severe,1,Rural,13,2,20748,35135,55450
Mazda,CX-5,2018,11958,2,Minor,3,Highway,11,2,2516,11798,33537
Hyundai,Elantra,2017,8641,2,Moderate,3,Residential,10,3,6944,11476,27370
Toyota,Corolla,2016,5057,4,Total Loss,1,Highway,7,0,4804,113555,146813
Toyota,Camry,2016,6019,3,Severe,2,Urban,6,3,17889,36973,72993
Honda,Accord,2016,10038,2,Minor,4,Urban,12,0,2353,13832,32889
Hyundai,Elantra,2016,6990,4,Total Loss,3,Urban,1,2,6640,102541,247526
Toyota,Corolla,2018,8850,3,Severe,3,Urban,11,0,18982,35111,112660
Toyota,Camry,2019,15053,3,Total Loss,4,Residential,8,1,14300,33579,71478
Chevrolet,Silverado,2023,54921,3,Severe,1,Highway,5,0,54543,29525,114339
Mercedes-Benz,C-Class,2017,18250,4,Total Loss,3,Highway,19,1,17337,48768,148153
Nissan,Altima,2020,11570,1,Minor,2,Highway,17,0,2425,2102,7717
Chevrolet,Silverado,2024,66589,3,Severe,4,Rural,16,4,62944,14171,130126
Mercedes-Benz,C-Class,2024,44413,4,Total Loss,1,Rural,15,2,42192,138037,173204
Hyundai,Elantra,2017,8476,2,Minor,3,Highway,17,4,2135,6395,15181
Mazda,CX-5,2016,9762,3,Severe,3,Highway,1,4,19978,19181,108156
Honda,Civic,2017,6980,2,Minor,3,Residential,9,6,2058,6231,11852
Tesla,Model Y,2020,31010,2,Moderate,4,Highway,19,3,21745,12196,85778
Honda,Civic,2017,6796,4,Severe,3,Urban,15,2,18262,133252,267431
Honda,Accord,2016,6272,3,Total Loss,3,Highway,3,5,5958,25641,93718
Toyota,Camry,2023,26254,3,Moderate,2,Highway,23,1,11300,32512,106607
Ford,F-150,2015,7089,2,Minor,3,Rural,16,2,2350,7696,15115
Toyota,Corolla,2024,23795,3,Severe,1,Highway,0,1,25707,21851,89255
Hyundai,Elantra,2016,4908,1,Minor,3,Residential,4,0,1868,2462,8433
Toyota,Camry,2016,6095,2,Moderate,3,Highway,15,3,6462,5559,24558
Mazda,CX-5,2016,8199,2,Severe,3,Rural,7,2,19181,6978,46247
Toyota,Camry,2015,6820,1,Minor,1,Highway,20,0,2045,1732,4925
Chevrolet,Silverado,2024,51733,4,Total Loss,3,Highway,19,1,49146,64658,210349
BMW,3 Series,2023,45422,4,Severe,3,Residential,23,6,55879,64526,200163
Hyundai,Elantra,2020,11776,1,Minor,2,Rural,11,0,2383,2304,5875
Ford,F-150,2017,10409,3,Severe,2,Residential,9,4,22494,16577,40130
Ford,F-150,2022,44836,4,Total Loss,2,Rural,19,1,42594,139066,267664
Jeep,Wrangler,2015,8963,4,Total Loss,1,Rural,12,1,8514,41017,58974
Honda,Civic,2016,8362,2,Moderate,1,Rural,21,1,7006,5332,12087
Hyundai,Elantra,2024,20632,3,Severe,1,Residential,16,2,24284,32166,53298
Hyundai,Elantra,2023,16240,1,Minor,4,Rural,6,0,2718,3429,10391
Honda,Accord,2020,19244,2,Moderate,3,Urban,22,2,9907,12797,53435
BMW,3 Series,2021,27756,1,Minor,4,Urban,15,0,5663,2420,15449
Hyundai,Elantra,2022,16701,2,Minor,1,Highway,2,1,2752,6818,13864
Hyundai,Elantra,2015,6084,2,Moderate,1,Residential,0,2,6368,4585,10899
Mazda,CX-5,2020,17069,3,Total Loss,3,Highway,10,3,16215,26381,81329
Tesla,Model Y,2021,37508,4,Severe,2,Urban,3,4,55508,41749,189275
Jeep,Wrangler,2020,22891,2,Moderate,1,Residential,7,0,12554,8066,17039
Toyota,Corolla,2018,9395,2,Minor,4,Residential,9,7,2204,10756,24037
Nissan,Altima,2015,5988,2,Minor,2,Residential,2,1,1979,11367,18514
Tesla,Model 3,2023,44410,2,Moderate,2,Rural,9,4,28981,6073,50822
Tesla,Model 3,2019,22445,3,Moderate,1,Highway,21,1,17120,42460,90194
Hyundai,Elantra,2015,6242,1,Minor,2,Residential,8,0,1968,1283,3574
Tesla,Model Y,2024,53637,1,Minor,1,Urban,11,0,11154,2775,16356
Tesla,Model 3,2019,24128,3,Severe,1,Rural,15,1,41058,34670,78094
Honda,Civic,2019,12733,3,Severe,2,Highway,4,0,21111,22803,91769
Jeep,Wrangler,2016,7642,4,Total Loss,3,Highway,10,1,7259,71612,164488
Mercedes-Benz,C-Class,2019,25447,2,Moderate,3,Rural,8,5,17214,6329,43543
Ford,F-150,2022,45937,1,Minor,2,Rural,16,0,7012,2742,13243
Tesla,Model Y,2020,30157,4,Severe,4,Residential,1,0,47569,42721,217268
Nissan,Altima,2016,7804,4,Total Loss,4,Rural,2,8,7413,129862,272606
Mercedes-Benz,C-Class,2023,49137,3,Severe,1,Residential,19,2,62171,39756,90595
Jeep,Wrangler,2023,32572,3,Severe,1,Rural,3,0,36497,36684,99229
Toyota,Corolla,2015,5926,2,Severe,3,Rural,13,6,17666,6906,36173
BMW,3 Series,2021,28470,4,Severe,2,Urban,14,4,40623,114000,194727
Tesla,Model 3,2021,33319,4,Severe,2,Residential,13,1,50984,116649,222344
BMW,3 Series,2020,28708,1,Minor,4,Rural,12,0,5806,1404,15531
Honda,Civic,2020,10779,1,Minor,1,Urban,6,0,2362,1726,4438
Tesla,Model 3,2018,18236,4,Total Loss,3,Highway,16,4,17324,52795,151640
Tesla,Model 3,2021,26444,2,Moderate,1,Rural,12,2,19279,13731,34922
Nissan,Altima,2022,22469,3,Severe,4,Urban,9,7,25785,42557,174096
Hyundai,Elantra,2024,19911,4,Total Loss,2,Urban,20,1,18915,124449,188375
Mercedes-Benz,C-Class,2022,33989,1,Minor,4,Urban,13,0,6938,2700,22131
Toyota,Camry,2018,10910,3,Severe,3,Highway,17,3,20236,24661,95522
Honda,Civic,2021,12749,3,Moderate,2,Urban,4,2,8059,22486,62394
Subaru,Outback,2016,7359,1,Minor,2,Highway,7,0,2162,1473,5888
Mazda,CX-5,2017,7890,3,Severe,2,Rural,4,3,19023,23791,74094
Mazda,CX-5,2015,6308,3,Severe,4,Rural,1,0,18217,19781,89926
Jeep,Wrangler,2023,30536,3,Total Loss,1,Highway,16,0,29009,33464,96428
Subaru,Outback,2021,15579,2,Moderate,4,Urban,18,6,9206,6496,30727
Tesla,Model 3,2023,38474,2,Moderate,3,Residential,18,1,25775,7361,53215
Jeep,Wrangler,2019,17921,1,Minor,3,Highway,21,0,3471,1174,10825
Subaru,Outback,2019,16174,1,Minor,4,Highway,5,0,2955,3322,20575
Ford,F-150,2017,17577,2,Moderate,1,Rural,2,1,11327,9964,26070
Subaru,Outback,2015,6076,3,Total Loss,4,Rural,21,1,5772,34904,75166
Mazda,CX-5,2022,19321,2,Moderate,4,Residential,4,6,9926,5264,34024
Toyota,Corolla,2020,12884,4,Severe,1,Urban,8,0,20797,77287,118790
Toyota,Corolla,2018,9011,3,Severe,1,Urban,10,1,19054,43792,83243
Subaru,Outback,2021,15512,2,Moderate,2,Residential,4,0,9188,7452,20664
Toyota,Camry,2017,9261,4,Total Loss,3,Highway,5,6,8797,123073,295878
Tesla,Model 3,2021,28282,3,Total Loss,4,Residential,23,2,26867,41970,141065
Nissan,Altima,2019,12122,4,Severe,2,Residential,23,3,20818,141171,247980
Mazda,CX-5,2020,18672,1,Moderate,3,Urban,8,0,9761,3442,26557
Mercedes-Benz,C-Class,2018,17571,3,Severe,2,Residential,2,1,31868,19213,81781
Nissan,Altima,2016,6252,1,Minor,4,Residential,12,0,2000,1243,5999
BMW,3 Series,2017,15847,3,Total Loss,3,Highway,20,1,15054,41896,124909
Honda,Accord,2021,18314,1,Minor,4,Rural,23,0,3056,2273,11346
Mazda,CX-5,2021,16340,2,Moderate,3,Residential,20,2,9166,11053,32993
BMW,3 Series,2023,36737,3,Total Loss,1,Highway,1,1,34900,20907,83989
BMW,3 Series,2020,24194,3,Severe,3,Urban,14,5,36774,39277,119196
Hyundai,Elantra,2016,5814,3,Severe,2,Highway,18,3,17616,22915,71131
Toyota,Corolla,2024,26173,4,Total Loss,3,Residential,8,6,24864,94512,181692
Subaru,Outback,2016,8254,1,Moderate,3,Highway,23,0,7228,2982,25507
Tesla,Model Y,2021,38244,2,Severe,1,Residential,9,1,56303,5362,49813
Mercedes-Benz,C-Class,2018,22426,2,Moderate,1,Highway,5,2,15764,13594,48285
Nissan,Altima,2022,21965,4,Total Loss,2,Residential,4,0,20866,122714,235061
Tesla,Model Y,2020,32868,4,Total Loss,3,Residential,19,2,31224,42869,118557
BMW,3 Series,2022,28103,3,Total Loss,1,Residential,21,0,26697,42874,65277
Toyota,Corolla,2023,20172,1,Minor,4,Highway,0,0,3012,1809,13096
Honda,Civic,2016,6233,4,Total Loss,3,Highway,1,1,5921,95115,227665
Ford,F-150,2016,10130,2,Minor,3,Highway,22,5,2715,12743,34716
Honda,Civic,2020,11724,3,Total Loss,1,Residential,23,1,11137,21448,33950
BMW,3 Series,2016,13900,2,Moderate,2,Residential,15,0,11255,8817,21875
Ford,F-150,2021,21972,3,Severe,2,Highway,8,2,30819,37345,118833
Subaru,Outback,2016,8558,2,Minor,1,Highway,15,1,2270,13097,19750
Jeep,Wrangler,2017,10050,3,Severe,4,Rural,21,6,21633,28641,102204
Subaru,Outback,2016,9668,4,Total Loss,2,Highway,18,0,9184,67395,141677
Mazda,CX-5,2019,15006,2,Moderate,3,Residential,19,0,8826,13321,36709
Ford,F-150,2016,13991,2,Severe,3,Highway,0,0,25073,6366,67349
Jeep,Wrangler,2023,28551,2,Minor,4,Highway,13,1,4640,8976,30368
Toyota,Corolla,2015,5861,1,Minor,1,Highway,10,0,1939,3536,7564
Mercedes-Benz,C-Class,2017,13422,3,Severe,2,Rural,4,3,27885,17619,66811
BMW,3 Series,2024,42464,1,Minor,4,Urban,17,0,7869,3265,26084
Tesla,Model Y,2023,47736,4,Severe,1,Highway,18,1,66554,88056,220963
Nissan,Altima,2017,10102,2,Moderate,2,Urban,20,2,7424,8207,25040
Hyundai,Elantra,2021,11829,4,Total Loss,4,Rural,19,1,11237,106899,245720
BMW,3 Series,2022,32115,1,Minor,2,Highway,8,0,6317,2921,14237
Hyundai,Elantra,2022,16931,3,Severe,4,Urban,5,3,22618,18997,109691
Subaru,Outback,2022,19668,3,Total Loss,4,Residential,23,5,18684,16734,93138
Chevrolet,Silverado,2018,23178,2,Minor,4,Urban,10,3,4281,8944,26039
Tesla,Model Y,2024,46753,2,Moderate,3,Highway,12,2,30246,12263,96796
Ford,F-150,2022,22901,4,Total Loss,3,Rural,1,3,21755,48149,134606
Subaru,Outback,2023,26049,2,Minor,1,Rural,3,0,3844,12442,19030
Toyota,Corolla,2015,4527,1,Minor,3,Highway,11,0,1839,2755,9123
Subaru,Outback,2016,10144,2,Severe,4,Highway,0,2,20477,11369,91184
Nissan,Altima,2017,7961,3,Severe,2,Urban,22,2,18821,38308,114884
Honda,Civic,2021,14021,2,Moderate,3,Rural,12,3,8365,4973,22982
Mercedes-Benz,C-Class,2017,18023,4,Total Loss,1,Highway,14,2,17121,122897,171460
Honda,Civic,2019,9314,1,Minor,3,Highway,7,0,2245,2497,9452
Honda,Accord,2015,7884,3,Total Loss,2,Rural,2,2,7489,19574,52814
Tesla,Model 3,2024,50101,2,Minor,2,Highway,12,3,10518,14030,45001
Ford,F-150,2016,8961,4,Total Loss,1,Highway,20,0,8512,80999,138204
Jeep,Wrangler,2022,32443,3,Moderate,3,Residential,9,6,15706,19339,48964
Jeep,Wrangler,2016,7756,2,Moderate,2,Rural,17,2,7559,7610,19360
Toyota,Camry,2017,8494,1,Minor,2,Rural,4,0,2179,1776,5505
Honda,Civic,2020,15891,2,Minor,1,Rural,16,0,2771,6587,9765
Hyundai,Elantra,2020,13358,1,Moderate,2,Highway,5,0,8005,2833,19369
Honda,Civic,2019,11951,4,Total Loss,1,Residential,4,2,11353,85374,105700
Subaru,Outback,2021,22391,3,Severe,2,Residential,2,2,27091,16217,73047
Mercedes-Benz,C-Class,2016,14122,4,Total Loss,1,Highway,23,0,13415,84760,176295
Toyota,Corolla,2021,15066,1,Minor,3,Residential,2,0,2629,1693,6897
Nissan,Altima,2023,17969,2,Moderate,3,Urban,7,1,9312,13324,37743
Jeep,Wrangler,2020,20324,1,Minor,4,Urban,15,0,3735,3107,13458
Subaru,Outback,2015,7889,2,Severe,1,Residential,5,0,19260,6487,30459
Toyota,Corolla,2015,5554,3,Total Loss,1,Urban,13,1,5276,29332,38777
Jeep,Wrangler,2021,21258,3,Total Loss,4,Residential,12,3,20195,30861,79867
Toyota,Camry,2021,17476,4,Severe,4,Rural,3,4,23388,116971,286359
Nissan,Altima,2022,18363,4,Total Loss,2,Rural,13,0,17444,113698,192812
Honda,Civic,2019,9967,1,Minor,2,Residential,9,0,2297,1337,4606
Nissan,Altima,2023,19854,2,Severe,3,Residential,15,1,24529,10372,47636
Jeep,Wrangler,2021,27140,3,Severe,4,Urban,4,0,32912,38910,166536
Chevrolet,Silverado,2019,25614,3,Total Loss,2,Urban,16,3,24333,29666,75862
Mercedes-Benz,C-Class,2020,23887,2,Minor,1,Highway,17,2,5321,10229,18716
Honda,Civic,2015,5046,4,Severe,3,Urban,12,3,17422,121269,235406
Hyundai,Elantra,2023,19120,3,Severe,2,Highway,22,0,23604,39179,117811
Tesla,Model Y,2022,45477,4,Total Loss,4,Rural,4,3,43203,98359,281319
Toyota,Camry,2016,6934,4,Total Loss,2,Rural,7,4,6587,91124,146148
Toyota,Corolla,2015,4611,3,Total Loss,3,Rural,18,3,4380,15852,38341
Mercedes-Benz,C-Class,2020,25295,4,Total Loss,3,Rural,1,2,24030,97799,203816
Honda,Civic,2016,5941,3,Severe,3,Urban,5,3,17851,24169,107012
Subaru,Outback,2021,20765,3,Total Loss,4,Residential,9,6,19726,41806,96232
Chevrolet,Silverado,2020,27916,4,Total Loss,4,Rural,13,5,26520,73666,224706
Toyota,Corolla,2016,7182,4,Total Loss,3,Rural,2,6,6822,107092,230659
BMW,3 Series,2019,21304,4,Severe,1,Rural,23,1,34173,126762,175224
BMW,3 Series,2015,8850,3,Total Loss,4,Highway,17,2,8407,29352,109941
Ford,F-150,2015,11958,2,Severe,1,Rural,19,1,23609,4754,32106
Tesla,Model 3,2020,22236,3,Total Loss,4,Highway,21,2,21124,19952,125855
Hyundai,Elantra,2015,4636,3,Total Loss,4,Rural,16,4,4404,38412,81390
Tesla,Model 3,2019,18292,2,Minor,2,Residential,15,3,4792,11575,19943
Nissan,Altima,2018,11853,2,Moderate,3,Rural,23,0,7844,11362,34184
Mercedes-Benz,C-Class,2020,30594,4,Severe,2,Highway,20,1,44370,41269,133422
Mercedes-Benz,C-Class,2016,16125,4,Total Loss,1,Residential,2,0,15318,85205,105789
Nissan,Altima,2019,11278,4,Severe,4,Residential,12,1,20413,60056,125003
BMW,3 Series,2022,27869,3,Moderate,2,Residential,17,3,17541,34072,64300
Tesla,Model Y,2023,39907,3,Total Loss,2,Residential,7,2,37911,15071,59993
BMW,3 Series,2024,46718,4,Total Loss,3,Urban,19,3,44382,99288,269170
Tesla,Model Y,2024,46140,3,Moderate,1,Rural,8,2,29915,37242,63726
Hyundai,Elantra,2018,7647,1,Minor,2,Urban,5,0,2073,2360,8509
Subaru,Outback,2021,17482,4,Total Loss,4,Highway,5,2,16607,47573,192902
Nissan,Altima,2017,6633,3,Severe,1,Highway,1,0,18183,21309,58935
Subaru,Outback,2021,20777,4,Total Loss,1,Residential,5,2,19738,91161,128742
Subaru,Outback,2024,35806,3,Severe,3,Rural,10,1,34335,28235,94065
Honda,Accord,2020,15267,3,Severe,1,Urban,11,0,22786,25917,64744
Honda,Civic,2023,22251,3,Moderate,1,Highway,22,2,10340,35655,68809
Honda,Civic,2015,4648,2,Minor,2,Urban,22,2,1871,13355,24184
Mazda,CX-5,2024,35343,3,Severe,2,Rural,23,0,33024,33826,104092
Chevrolet,Silverado,2023,49074,1,Moderate,2,Highway,1,0,22666,1737,48168
Jeep,Wrangler,2016,11719,1,Moderate,3,Highway,12,0,8867,3532,27390
Mercedes-Benz,C-Class,2024,57917,4,Total Loss,1,Residential,8,2,55021,114216,163093
Ford,F-150,2016,13461,3,Severe,1,Highway,4,0,24691,32585,100328
Tesla,Model Y,2023,45773,2,Moderate,2,Highway,10,0,29717,4229,54423
Honda,Civic,2023,20385,2,Minor,2,Urban,0,0,3130,9043,19699
Toyota,Camry,2017,9651,2,Minor,2,Residential,6,4,2272,11194,15210
Ford,F-150,2022,46194,4,Severe,1,Urban,6,0,48259,115761,200918
Chevrolet,Silverado,2023,56684,3,Moderate,4,Highway,12,7,25406,25999,137487
Nissan,Altima,2022,22035,3,Severe,1,Rural,14,0,25576,38997,74069
Tesla,Model Y,2024,49105,1,Minor,1,Residential,5,0,10338,2873,15105
Subaru,Outback,2021,19327,1,Moderate,3,Residential,8,0,10218,2528,20628
Mazda,CX-5,2015,6624,4,Total Loss,2,Rural,15,2,6292,107706,133371
Toyota,Corolla,2021,15324,1,Minor,2,Urban,6,0,2649,1738,5950
Toyota,Camry,2019,12452,2,Moderate,4,Highway,11,0,7988,12207,49753
Honda,Accord,2019,10779,3,Total Loss,4,Urban,2,1,10240,31126,126092
Tesla,Model Y,2022,36478,3,Severe,4,Urban,18,1,54396,37795,217596
Nissan,Altima,2015,5345,2,Severe,2,Rural,9,2,17565,5895,28014
Honda,Civic,2020,11626,3,Severe,3,Residential,12,5,20580,43881,106015
Tesla,Model 3,2024,53514,3,Severe,2,Highway,8,3,72795,28829,154162
Chevrolet,Silverado,2018,25491,4,Total Loss,3,Highway,17,4,24216,119672,342553
Ford,F-150,2021,29423,3,Moderate,2,Highway,22,2,15592,26658,97076
Hyundai,Elantra,2021,11558,3,Severe,4,Urban,9,0,20201,13923,73167
Mazda,CX-5,2018,11835,4,Severe,4,Rural,22,7,21035,70129,199551
Nissan,Altima,2017,9081,2,Minor,2,Rural,2,0,2226,7296,16429
Chevrolet,Silverado,2019,25312,4,Total Loss,2,Highway,1,3,24046,130482,362784
Honda,Civic,2024,28990,2,Minor,3,Urban,17,4,3819,5669,17630
Nissan,Altima,2016,6375,1,Minor,1,Urban,6,0,2010,2721,4911
Jeep,Wrangler,2024,36532,3,Moderate,4,Residential,0,7,17055,30437,118474
BMW,3 Series,2023,34306,4,Severe,3,Highway,2,5,45875,94213,388706
Tesla,Model 3,2023,40416,4,Total Loss,4,Highway,9,4,38395,135291,494115
Ford,F-150,2016,8692,2,Minor,1,Urban,18,2,2543,11833,17525
Toyota,Camry,2020,11366,4,Total Loss,1,Highway,4,1,10797,114811,184094
Honda,Accord,2022,17006,3,Severe,2,Urban,16,2,23673,44968,91599
Mazda,CX-5,2021,19107,3,Total Loss,4,Highway,7,0,18151,20180,92866
Toyota,Corolla,2024,25233,3,Severe,4,Rural,11,3,26354,29788,97895
Ford,F-150,2017,15356,3,Severe,3,Residential,23,0,26056,18458,86199
Honda,Accord,2015,5622,4,Severe,2,Highway,12,4,17867,120914,252602
Toyota,Camry,2015,7492,4,Severe,3,Highway,20,2,18596,103261,292992
Tesla,Model Y,2023,53119,4,Total Loss,2,Highway,19,0,50463,73146,231219
Mazda,CX-5,2015,6096,4,Total Loss,4,Highway,16,7,5791,77363,216102
Tesla,Model Y,2024,56113,2,Minor,3,Highway,10,0,11600,8747,46824
Mazda,CX-5,2021,21461,2,Moderate,4,Rural,7,8,10472,6135,36308
Toyota,Corolla,2020,13079,3,Severe,4,Urban,12,7,20885,39311,145026
Toyota,Corolla,2021,14279,1,Moderate,2,Highway,23,0,8212,1057,17419
